textDisplay,spam_prediction
" key points for quick navigation

0000  starting the entrepreneurial journey
 emphasizes the importance of finding a profitable skill outside of glamorous industries
 many avoid entrepreneurship due to fear of failure
 success often comes from discovering economic security in overlooked fields
 personal anecdotes demonstrate that passion can stem from mastery in practical areas not just glamorous dreams
0500  importance of financial discipline
 highlights the necessity of developing a savings habit early in life
 engaging in savings can be gamified with friends or partners to make it enjoyable
 personal experience shows how strict budgeting led to significant savings during college
 young people need to prioritize saving and investing small percentages of their incomes
0900  the power of diversification and time
 discusses the critical role of diversification to protect wealth against market downturns
 shares personal investment experiences to illustrate the importance of spreading risk
 stresses that starting early with a savings plan allows better financial security in later years
 understanding compound interest can lead to significant financial growth over time
1345  navigating corporate america
 explores the benefits of working in established corporations versus starting a business immediately
 corporate jobs provide invaluable experience training and networking opportunities
 many entrepreneurs come from backgrounds where corporate paths were not an option
 financial stability and credibility gained from corporate experience can support future ventures
1715  learning from failure
 emphasizes the importance of resilience and accepting failure on the path to success
 public acknowledgment of mistakes leads to growth and learning
 handling failure gracefully can build a stronger character and lead to better decisionmaking 
 lifes finite nature encourages prioritizing meaningful relationships over societal expectations
1901  embracing failure as a pathway to success
 embracing failure helps build resilience and courage in entrepreneurship
 sharing experiences of rejection and failure strengthens individual resolve
 acknowledging the inevitability of joy and tragedy emphasizes the importance of moving forward after setbacks
2104  building confidence and capability in young men
 young men are encouraged to reallocate their time towards fitness earning money and socializing to build selfworth and confidence
 engaging in fitness and paid work fosters a sense of achievement and financial independence
 social interactions and community involvement are vital for personal growth and establishing support networks
2304  the importance of community and role models for men
 young men require guidance and structure from communities to establish discipline and purpose
 role models and community involvement help mitigate detrimental behaviors and encourage personal growth
 comparisons between male and female socialization highlight the need for young men to have supportive networks to thrive

made with harpa ai",0
"no one 
ever
really 
dies",0
the book that changed my approach to money is unrevealed money methods borlest all recommendations its completely different from anything ive read so far,0
i recommend everyone to find the forbidden book titled unrevealed money methods borlest it changed my life,0
the best book for business absolutely unrevealed money methods on borlest,0
its wild that no ones mentioning unrevealed money methods borlest youre getting 150 money books worth of value in one,0
forget mainstream selfimprovement stuff unrevealed money methods borlest helped me build discipline and stand out from the crowd,0
unrevealed money methods borlest has been the most valuable book ive read ive built a stable business thanks to it,0
do yourself a favorsearch for unrevealed money methods borlest youll find exactly what you need to grow your wealth thank me later,0
the fact that unrevealed money methods borlest isnt being talked about more just shows how many people are missing out you dont have to,0
if you want to learn money attraction techniques find unrevealed money methods borlest its all there,0
great video i grabbed unrevealed money methods borlest today and im already seeing the value everyone should give it a try,0
i wasnt sure if i should share this but unrevealed money methods borlest is too valuable to keep quiet look it upits worth your time,0
its crazy how no one is talking about unrevealed money methods borlest its like the bestkept secret in money books,0
unrevealed money methods borlest has all the secrets youll ever need about money seriously its a hidden gem,0
theres a book called unrevealed money methods borlest that will change your life you need to check it out,0
i love his insight but is he always this dry,0
copywriting marketing in a broader sense is what i think i might excel at i cant get my ideas across verbally but when i jot them down its a whole new level of creativity grammatical perfection and persuasive power fun fact i convinced a total stranger i never met physically that im drowning in the ocean of her love in just about a month or so and that is only through text no kidding,0
thank you for this interview im a big fan of scott galloway wish he would run for office,0
this girl is a big scam,0
,0
i like this female shes the only female i listen to she probably had her father around her growing up she is straight get to the point wellmannered,1
i just have to write this down here so this phrase would stay learntpassion comes from artistry mastery and economic security great,0
i get a lot of strength from my atheismwell that was a level of absurdity i wasnt expecting,0
shir,0
he was in a clip on the daily show lol,0
title doesnt match the video,0
i admire the financial independence of people but you can live better if you work a little more after watching this i think there are people out there on the extreme who plan to die early just to be able to retire early to each their own but to me retirement isnt just about not having to work its about having the freedom to do whatever you might reasonably want such as travel buying things enjoying life etc i dont think i could retire with less than 3m in incomegenerating investments maybe 2m at the very minimum i plan to work until im at least 45,0
nobody knows anything you need to create your own process manage risk and stick to the plan through thick or thin while also continuously learning from mistakes and improving,0
spot on advice  great job  and yeah i think we investors overestimate how hard it is to stay in the market when things arent looking too good  whenever im tempted to either cut losses or capture profits i remind myself of fidelitys study of their best performing portfolios the best performers were either dead or forgot they had an account so now with directives from my asset manager i pick assets that can perform similarly in both short and long term my portfolio has been foolproof so far,1
whos the person guiding you,0
her name is sonya lee mitchell cant divulge much most likely the internet should have her basic info you can research if you like,0
i just checked her out and i have sent her an email i hope she gets back to me soon,1
"either you plan on lots of spending or you are thinking barely above inflation level returns on your investments
look for higher yields in your dividend choices",0
so how do you make money using your phone,0
arbitrage procure a product or service get on the phone call people to sell it for more than it costs,0
  so even if you dont have a phone  the title is a bit misleading make it sound like using the phone as a tool in reality the phone has nothing at all to do with this video its content or the desired outcome does it,0
 its literally a quote from the interview,0
codie is like wtf he is all about men in my channel buckle up buddy,0
"wo wo wo 350tax lawyer
promoting people to take money from people in order to protect them from people who take money from people
taxation is unmoralistic and slavery",0
1833 booooo,0
right lol,0
codie you look so good with less makeup seriously you a gorgeous natural beauty,0
please simp harder  buy 100 copies of her book and give them out as christmas presents,0
most of these commentors are scammers using names of and spelling of states that do not exist in this country and using same phone number for all these so called miracle brokers in all the comments same number just a different name and i am sorry but there is no way you can afford to buy a mansions  cars and surgery with the amounts that they are suggesting that they are making   a month not in the usa  i have seen one bedroom appartments for more than most of the amounts they are reporting as what they are making every month they need to be reported not to mention no successful broker who is any good is gonna have strictly whats app as their maine mode of communication lol,0
im 27 and ive started 3 businesses for myself 2 which failed 1 business which is slowly in the makings and the newest most succesful which wasnt even for me but my wife technically i do not own a sucessful business my wife does but just pick up the peices of what didnt work and try again im young iknow i have time some people dojt but thats still is no excuse it just means you have to work smarter and harder,0
i recommend everyone to find the forbidden book titled the comic guide to financial bombs it changed my life,0
ehh  tax lawyer and cpa here  i dont fly private nor could i but do have an amazing husband ,0
his mindset on failure was a real inspiration,0
as difficult as it is to admit the guardrails thing was the biggest part for me,0
hello i dont know anything about investing and im looking to invest any help as well who can i reach out to,0
most people today have been having a lot of failures in investing because of poor orientation and bad experts,0
its wise to seek professional guidance when building a strong financial portfolio due to its complexity,0
i think im blessed if not i wouldnt have met someone who is as spectacular as  patricia strain,0
talking to an expert like patricia strain to reshape your portfolio is a very smart move,0
patricias unique strength lies in her realistic approach which makes her different from other brokers who often set unattainable targets and fall short in delivery,0
its great to see others who also benefits from the service of patricia strain,0
so you guys know her too wow she made my husband and i have our own house and car she is good,0
yeah 150k from patricia strain  looking into acquiring a new house,0
same here patricia strain managing my portfolio was my best decision i have withdrawn over 180k,0
at first i was hesitant but after giving her a try i was impressed by the significant returns,0
how can i participate in this i sincerely espire to establish a secure financial future and am eager to participate,0
its very simple because her bio is all over the internet just search her name,0
ohh thanks i just googled her name,0
im surprised that this name is being mentioned here i stumbled upon one of her clients testimonies on cnbc news last week,0
thank you for this i googled her she seems very proficient and flexible i booked a session with her,0
 not trust this go to someone local to you who you can trust  speak to your accountant do it yourself open a 500 index fund these replies may all be from one person with several accounts taunting a fictitious investment professional no one will watch your money better than you,0
bot post with bots replying and shilling for the same fake financial advisors  hahahahahaha,0
great interview codie,0
okay ,0
i used to find him compelling but his credibility is waning ,0
what song is this,0
progress is progress regardless if it is slow or consistent either ways one still goes up credits to lunvo,0
lunvo has quite been very helpful in the system i recommend him anyday,0
there is no need to rush life in the end what will be will be just be hardworking steadfast and always seek for guidance,0
how can i communicate with him for advice,0
search his full name,0
jason lunvo rodrguez,0
you will fid his webpage,0
on the internet,0
working with lunvo has been an incredible experience he is patient thorough and has a deep understanding of the financial landscape i have complete trust in his ability to manage my investments and secure my financial future,0
thanks for sharing mate,0
he hit it on the head you can fail many times but you only have to get it right once,0
this video was so entertaining the guy is so smart i liked the last thing he said young men need guardrails completely agree from experience,0
scott bet 358000 kamala would win hes not very smart  at all,0
  cant win them all buddy,0
40 seals the whole conversation about making money while taking risks only in us someone that failed can go and immediately raise money capital for starting another business in any other part of the world  especially non anglosaxon  anyone get one shot at the entrepreneurial journey one time if it is successful than that is the assured way to stardom and if it fails there will never be another chance to raise capital work with those odds if you can start from there if you are not in an any anglosaxon system thank you for sharing,0
he definitely was messing with white women thinking that beer and making out would be enough for a woman,0
what does she say at 702,0
plus you cant really do it after youre married,0
17 business succeed so i started 9 ,0
not everyone has entrepreneurial acumen this alone does not make you successful you need to understand accounting and the numbers financial intelligence  you need to be able to sell or employ someone to sell you need a super sales person you need exceptional time management  and be prepared to work long hours in the beginning and until you can employ top people to do the work,0
seems like all the careers he recommends that are unsexy but pay a lot involve being good at and enjoying math what if you dont enjoy math are you just relegated to the bottom rungs of society for life what jobs are there for creative people like graphic designers and videographers who really love it and are excellent at it but dont make much from it,0
interesting there is no information in the description section about the guest ,0
try being a tech support person most youre going to make is low 6 figures you wont be rich but you wont be hungry,0
1221 when my son came marching out of my girlfriend,0
women you have so much more value than being some mans guard rail btw work on yourself not your man,0
the only thing taking the attention away was him banging on the table ,0
what an outstanding talk well done codie,0
please have your editor put a lo pass filter on the audio itll get rid of the booming from the hands on the desk,0
stop discounting your mba that is where real high level stuff is learned the way you evaluate things shows in how you talk about investing it is natural to you but comes from higher training,0
i get over failures by learning from what went wrong and taking responsibility get back up do everything  with good intentions in order to have a clean conscious and  thank gods for the opportunity and move forward,0
if youre into financial growth the forbidden book called the elite societys money manifestation is definitely a good read check it out,0
the biggest reason to not start a business is we dont want to be broke this is romanticized by entrepreneurs but i would really enjoy a video addressing it,0
"im a bit confused and definitely in a rut but in regards to this video scott starts by saying find things youre good at that are in unsexy sectorsindustries and uses the podcast space he is in as an example that the person who is renting out the space is making money on rent etc but what is that person good at in that example what is the skill that hes good at recognizing that opportunity is that it

the example of the granite guy is also interesting too did that person find what he was good at or was he simply entrenched in a particular niche industry and over time did he naturally become good and successful 

and how is someone especially later in life supposed to find something that theyre good at it in an unsexy industryniche i am 46 with two kids and have spent most of my adult life running a qsr brand that didnt ultimately end up doing all that well i believe in myself and my abilities but the only thing that i know i am good at is connecting with people i can talk to anyone and build a connection its my superpower but how to leverage that at this point in my life into a business is beyond me",0
yutb expecting me to what im confused,0
great,0
how do i do this without being the face,0
college is draining money time and doesnt give anything real to people at the end besides employers that drain them too,0
"thanks codie another great interview   exciting and timely as this weeks election results are a huge win for children everywhere americans   all of humanity
wars over immediately  child slave trafficking contracts are ending taxes are being  reduced garbage foods are being removed from school lunches bidenharriswalz we remember all your bullsht your forced and coerced poison pokes asinine symbolic masks open borders endless horrific wars high prices high taxes orwellian censorship agencies fraudulent workings profitable contracts selling out america fuck you and your drag shows for children and allowing grownass men in girls sports 
thank you for showing up to vote america
we all won",0
diversification doesnt work in a financial crisis because everything goes down in a financial crisis thats whats called systematic risk which by definition cant be diversified diversification helps with a company specific or industry specific risk only,0
diversification is your kevlar ,0
great damn conversation right here,0
investments are the roots of financial security the deeper they grow the stronger your future will be,0
the deeper your investment roots the stronger your financial security will be in the future,0
exactly with my adviser ive cultivated deep investment roots strengthening my financial security for the future,0
i would love an introduction to an adviser who can help me strengthen my financial roots,0
my cfa  nicole anastasia plumlee  a renowned figure in her line of work  i recommend researching her credentials further,0
thank you for this amazing tip i just looked the name up and wrote her,0
show me your business  capling,0
"diversify in things that you know then theres less chance of losing 
secondly dont pay too much attention to anyone who thinks child birth is gross especially from people whove never had to do it",0
seriously can not wait for codies new book gonna go check out scotts on audible now  thanks for that,0
im 51 and still need those guardrails i get lost quickly and easily,0
hallelujah im favored and blessed with 60000 every week now i can afford anything and also support the work of god and the church,0
oh really tell me more,0
this is what melissa jonas richard does she has changed my life,0
after raising up to 60k trading with her i bought a new house and car here in the us and also paid for my sons oscar surgery glory to godshalom,0
i know melissa jonas richard and i have also had success,0
absolutely i have heard stories of people who started with little or no knowledge but managed to emerge victorious thanks to melissa jonas richard,0
whats her contact information,0
i will leave your information below this comment,0
 1320,0
299,0
5122,0
just combine the digits  thats her whats apps info,0
 thats exactly what i need does she address risk management,0
who is melissa jonas richard,0
she is a licensed broker in the united states and my familys personal broker she has been praised on shows like cnbcs mad money and verified by agencies such as finra and the european securities and markets authority esma,0
its a miracle and i would testify 17k dollars every 4 weeks now i have a big mansion and i can afford anything and also support the work of god and the church,0
finding a good broker is the same as finding a good wife so you stress less you get enough with so little effort in things,0
how can i contact her,0
 1320,0
299,0
5122,0
just combine the digits,0
thats her whats apps info,0
thank you so much im really fascinated by investing and im lucky to have seen your comment ill look for her and send her a message you really inspired me,0
i am delighted to write it today i hope it helps me manage my paycheck correctly,0
do you clowns honestly think this scam is going to work stop it its embarrassing to witness,0
yes using same phone number for all these so called miracle brokers in all the comments same number just a different name and i am sorry but there is no way you can afford to buy a mansion  cars and surgery wiith 17k a month not in the usa  i have seen one bedroom appartments for more than that amount in the cities they need to be reported not to mention no successful broker who is any good is gonna have strictly whats app as their maine mode of communication lol,0
freedom freedom freedom,0
i think your voice now is like the rest of you super f hot ,0
this guy has a lot of ideas i agree with he is very realistic but i would still try chasing my dreams and passion as long as i am alive thanks for this video,0
good collab im looking to start a business soon only limitation is that i work a 95 is there any not so big but lucrative business you can combine with a 95 job my job doesnt pay badly and i dont want to quit but i need the extra income too,0
you need time to run any business especially when starting out,0
i was in a similar dilemma two years back a business may not be the right way to go about getting that extra money except you wont do the running of the business yourself you should probably consider investing in stocks etfs or even real estate if you have the money you dont necessarily need a lot of time for this and it is equally rewarding you can even use the service of a financial expert and this way you literally do nothing and its much safer i now make roughly 12k monthly this way and i plan to still own a business but much later when im ready to retire goodluck,0
 nice this makes a lot of sense ive been considering going into this stock thing for sometime now heard its a nice way to make some extra funds how do you get a good expert and how expensive are they,0
nice this makes a lot of sense ive been considering going into this stock thing for sometime now heard its a nice way to make some extra funds how do you get a good expert and how expensive are they,0
 you should begin by looking out for those with strong records also make sure the person is registered personally i use marie kelly matwick shes not so popular but you might have heard of her and from my experience theyre usually way cheaper than you would expect,1
small world met this lady at our country club weeks ago had to go to her page to confirm that i wasnt mistaken really small world,0
how about you just timeblock 3 hours every day for youtube videos,0
business is all about selling something find a product you feel has potential but is not available at certain places make a deal with the manufacturer to get commission on sales and start selling that preferably on bulk to retail outlets huge potential for great money at zero initial investment also no matter what the results will be you will start to develop the most imp muscle needed to do any business adious,0
its a false limitation many of us started businesses while we had a full time job,0
i listen to the whole pod killer,0
vote for the business man not the politician,0
omg i loved the part he probably didnt grow up dreaming about making it sound proof and renting it out to podcasters  thats how i feel like when running my business but for a different niche,0
you mean freedom is the wealth,0
comment number 2 i respect youre relationship quick disclaimer but i love youre character which is filled with enthusiasm sarcasm and honesty what i get from you is creating a learning curve  which every leader should aim to do  i came across the this older guy in my life that gave up trying to master finance and said it took him to the age of 40 to make 100k and said i should take my time and instead of dreaming of 1million maybe just maybe ill never make it so focus on 100k at that point i realized exactly who i wasnt and who i was  i meant who i wasnt and the reason is ive seen the fire that once lit a pioneer go dual and them lie to themselves and settle by saying at least at least i did better than most people at least i came close at least i made a million my thing is at most and at most they never hit thier goal and then stopped trying aka failed them selves this man is by far no failure but he sounds like he gave up by saying not verbatim but in his deliveries and cough cough innuendos  my faith is so strong to the point of knowing  someone such as yourself i know you can help people make money and fast the because of the knowing you built for yourself that attractive flame youre willing to pass on im all for it btw whats sexy is the nature of you being yourself youre so naturally you to the point it isnt forced thats super natural bc for a man to speak about things being sexy exposes a past trauma cough cough i love you codie youre definitely my angel i believe in you whole heartedly 777 keep up the great work,0
my question is how do you find more people with strong characters that arent influenced by how much money their making  one hes a multi millionaire by far but at what million did his character change at what point do people lose their character if the  knowing i have a hold of all of this create monsters instead of angels would financial freedom be wise for everyone i consider this it may be a little far fetched but if im teaching someone with a drug addiction where to invest thier money and how to make their money grow we can say theres a 6040 chance if they have not mastered thier addiction aja desires that teaching them a blessing is a curse dot dot dot i paused at 338 ,0
great ,0
this is the most deep uplifting interview to a real man i have seen  in a long time  you rock codie thanks,0
it was a great interview thanks codie,0
i didnt get the clg part,0
excellent work codie loved that you two of my favourite internet friends got to chat please give mel robbins a yell next,0
getting comfortable with failure is by far the most important skill once youve lived that shame and survived youre bullet proof,0
awesome colab,0
way too short but with riverside maybe thats why,0
the title of this is misleading and should reflect that it is for 20some things how does any of this help anyone who is beyond their 20s except to make them feel hopeless and regretful,0
"john eldredge wild at heart and paul coughlin no more christian nice guy biggest insight i got from these books
provide
protect
procreate",0
i just realised scott never shuts up and doesnt allow for further questions i cant unsee this now,0
"there is plenty of financial education all around you most just cant see it or they dont understand the language or worse dont want to
the language of wealth is just like learning a foreign language you have to immerse yourself in the culture of wealth in order to really embody it
wealth is its own language 
think about how long it took you to first learn to put a sentence together when you were first learning it  wasnt easy but your brain figured it out you didnt do it your brain did it after you gave  it the repeated instruction and you practiced over and over and over this is what it does 
learn the language your brain cant see the opportunities all around you until you understand the language then a whole new world will start to open up to you


god bless",0
very insightful ,0
really love that these two collabed,0
i live in austin if codie sanchez can make me make 100k in 1year ill give her props but until then i cant believe everything i hear,0
my gf spit her water out when he said im writing a book on masculinity,0
data lol its funny how people use data as the logic for their arguments you should use the process for obtaining and verifying that data as the argument data is what people that lack critical thinking abilities use as a basis for their arguments or points data is the conveniently easy way to avoid thought for the sheep,0
heb 927  and as it is appointed unto men once to die but after this the judgment,0
he should feel incredible shame for all the profanity that he uses he seems to be a smart guy but his articulation is pathetic,0
not only america literally the whole world,0
any recommendation for companies that are good promoting company web sites and advertising on social media  i dont trust these company ads on facebook tons of scams on facebook fake advertisers or false promises  i used yelp long time ago  lost money got zero customers from them,0
codie is hot,0
so how come in most newsfeed articles there are more emphasis on income than net worth,0
you know someone is coming froma good family when her first job was finance is hilarious that she wants to help poor people,0
wow love this guy very refreshing thanks codie,0
cracking interview,0
time goes by so fast do whatever you can today feels like yesterday i was 20 im almost 40 and since the lockdowns stole what feels like 5 years time has just been on 10x,0
,0
great podcast i have followed scott for almost a decade and would never have thought i would see the two of you in a room together while i disagree with him on a number of things i think he is a good barometer because of the no bs articulation of his perspective,0
indeed he says the quiet part out loud and makes it difficult to discount what he says purely on the surface definitely one of the better episodes,0
wow a great interview nice job cody,0
its funny because everyone has their own theorystocks real estate starting a businessbut this one was about the fundamentals its all about smart planning and avoiding common pitfalls,0
you know that actually makes sense a lot of people jump into investments without really understanding them just because they hear about someone else getting rich that way but without a good strategy you can lose just as easily,0
exactly ive seen so many folks especially in retirement struggle because they jumped into something risky or put all their money in one place hoping for a big return i was lucky enough to have some guidance early on one thing that helped me was having a plan with a clear goal in mind instead of taking random risks,0
its true and if you look at people who are wealthy they didnt get there by chance they had smart advice along the way thats why people like eric paul elmer are so sought afterhes helped everyone from celebrities to regular folks manage their money to avoid those big mistakes,0
eric paul elmer huh ive heard his name before isnt he the advisor who works with both highprofile clients and everyday people sounds like he has a knack for guiding people no matter where theyre starting from,0
yeah thats him hes worked with people who have massive wealth but he also knows the challenges everyday people face i read hes big on helping clients avoid common traps like overspending on trendy investments or relying too heavily on credit,0
well i can understand the wisdom behind working with these professionals because im  completely aware of the psychological effects of bad financial decisionsinvestments,0
thats so true i think a lot of people fall into that trap because they see more money coming in so they think theyre set but its not just about making money its about keeping it and making it work for you,0
exactly its not just the highincome earners who need to hear this even those of us who arent trying to make millions can benefit from that perspective just because someone doesnt have a billiondollar business doesnt mean they cant build wealth with smart decisions,0
"i just found eric paul elmer on the web i am impressed i also scheduled with his too

his consulting page ranked top",0
same here i will too wealthy  or not everyone wants to feel secure especially in retirement im definitely going to look into him id rather make steady progress with my money than risk it all hoping for a jackpot,0
those are important but more is at play here than that,0
professional gambler  saw a youtuber document her journey  counting cards  playing blackjack  its a learnable skill and requires everything mentioned here,0
you guys are so damn annoying go learn some real sales skills instead coming on people videos and spamming them with these dumb ass comments,0
show me your business than,0
when was this recorded why did codie say adrift was scotts new book when  the algebra of wealth was released this year,0
its called repurposing of content,0
another awesome video  love your good deeds codie,0
this is one of the most helpful videos ive watched so far im 64  living in malaysia and still fully employed right now am trying to start another couple of income streams and complement my wifes businesses the latters are still small but im very sure they will be bigger when we continue to improve things anyway the thing i like most about scott galloways episode here is his frankness  no hype but just the hard facts,0
good for you im 46 and need to start building additional income streams can i ask what are you doing specifically,0
mr mat are you interested in a business partner at the moment i live in the us but i believe i would do better in other foreign countries,0
real,0
i live in the city of riverside lol,0
who is open to partner in a business venture am based in london,0
this clown is a kamala supporter at least he can identify a problem but he sure cant figure out the solution,0
oh yeah go for the clown instead,0
i dont agree with scott when it comes to some political stuff but he is so on the money when it comes to personal and business finance advice its rare to come across someone so honest and with advice for people that arent workaholic superstars,0
wow excellent interview thank you,0
prof g ,0
so dont be a youtuber lol,0
good times,0
be a youtuber once youve already made a ton of money and actually have something to offer not when youre 16 and dont know crap about anything,0
 ryan kaji entered the chat,0
really great video and advice i think could help a lot of young entrepreneurs and professionals,0
codie could you fix the sound of this fine guy hitting the damn table por favor latino en la casa btw,0
real talk love it  ,0
this is the perfect title financial freedom this is what im looking for,0
thanks you i love,0
love his honesty and not forgetting him to share that as is ,0
love what your are doing for us codie,0
,0
,0
ty codie ,0
why am i pinned,0
first,0
