,Text,label
253,"Same here, I started investing into cryptocurrency with $13,000 now earning $128,300 bi-weekly profits with her trading program. She’s really amazing i still cannot believe someone can be this exceptional when it comes to Bitcoin activities.",1
254,"Quite impressive but HOW!!?😢 I know it's possible, my colleague at work got her first investment return of 72K after two weeks and she quit the job , I would appreciate if you show me how to go about it..",1
255,"She’s a great personality in the state 🇺🇸 I countlessly share my experience with co-workers at work, on how I made $23,000 from $2,000 in 14 days of trading",1
256,"Cryptocurrency is the future, With the profits I made from Mrs Eleanor nelson I started a trading account for my 3 sons with $3,000 each, last week was the second time she’s seeding payments to their bitcoin wallet. God bless her ❤️",1
257,"I was owing a loan of $42,000 to my Bank for my son’s brain surgery, Now I’m no longer in debt after I invested $3,000 and got my payout several times for the past 2 months. God bless Mrs Expert Eleanor 💕",1
258,"I’m from Switzerland🇨🇭, Can she offer her trading service for someone here in Europe and how can I get in contact with her?",1
259,+154,1
260,1638,1
261,8952,1
262,She’s active on whats - app,1
263,She's always active on Whats~App... 🎉,1
264,"My first experience with Mrs Eleanor nelson Barnes gave me the assurance and confidence that has made me to invest without fear of losing, I really appreciate her efforts and transparency..",1
265,"I'm from Bowie Maryland USA. I connected with her and she has helped me a lot, she makes so much profit with just $1,000 of my initial investments, Now I invest with $10,000 for bigger portfolio. God bless Mrs Eleanor 🇺🇸",1
266,"Even with the current crypto dip, I'm still Glad 🙂 I can smile back at my portfolio of $22,700 made from my weekly trade within a short period.",1
267,"Such information we don't it get from most Youtubers, I am getting in touch with her right away.",1
268,I'm very glad I stumbled on this today writing to her now. Really hope she can help me,1
269,Nice❤️❤️ God bless Expert Mrs Eleanor nelson Barnes for all Good works. We need such a person in the society,1
270,Mrs Nelson gave Jimbo chlamydia !,1
271,He wants to retire early so it makes sense that we doesn't go down the route where he'll be working all of the time,0
272,"He was basically trained to be a really good worker bee

He excels at that checklist lifestyle, for better or worse",0
273,Entrepreneurs are risk takers. He's had a pretty comfortable life so it's not in his nature.,0
274,🇰🇭🇰🇭,0
275,Yup. Noticed that too. Young Cambodian superstar,0
276,This guy epitomizes the “Workly Berkley” culture and I don’t mean that positively,0
277,"I live in the OC, what property goes for $225,000!?

A backyard shed? 😂",0
278,TJ High School pushing out another hard working genius,0
279,Jesus Christ he was using leveraged money on alt coins 😂😂,0
280,Watching him make his bed was so painful though. ☠️,0
281,This is financial advice and I never give financial advice: DONT LEAVE DURING THE BEAR. If you don’t want to invest…learn. If you don’t want to learn…build. If you don’t want to build observe. DO SOMETHING…other than leave. There is so much opportunity here. Take advantage!,0
282,This guy is great,0
283,Inspirational,0
284,Thanks for sharing!,0
285,"The rental properly doesn’t seem to be super profitable, especially if he had to take on debt to fix the AC unit.",0
286,It's incredible it was just bump for him to lose 80k in crypto.,0
287,"this guy puts us to shame, dang you gen z",0
288,Bring back the more realistic salaries please. Not everyone is making six figures.,0
289,killin it!,0
290,now this is impressive!,0
291,Seems like he is a bit too forward thinking. He missed out on college activities but wants to retire early to live life. Seems a bit backwards but good for him being financially savvy.,0
292,My family set me up to struggle.,0
293,"Wow, Ethan used his googling skills to remove the ignorant comments regarding his last name. Respect.",0
294,"""Owns two homes"" Yeah with how much debt on those mortgages lmao",0
295,Insane ❤,0
296,What is Workout Berkley? I am just curious about it,0
297,"Seems like it worked out in this case, as per his lookout on life",0
298,Lol,0
299,So he will be able to write that 80k off every year. Every year 3k he can claim as a loss until it adds up to 80k. So in the long run he will get it back minus the loss in inflation,0
300,What are you even talking about? This is a realistic salary. Dude is a engineer. Plenty of people are engineers. You act as he's a professional athletes or movie star making hundreds of Millions or Billions.,0
301, @Rivs5117  Average salary is $40-50k. Everyone around you seems to be more rich in places like California though.,0
302,Dont forget that California eats nearly half his salary,0
303, @BlowitAllUp  Only reason California salaries are higher than most places is because California itself is extremely expensive compared to the average place. Same as for New York. Yes the average salary is $40-$50K but you also have to factor in how many people do you know that wanna watch a video of a Walmart worker or factory worker? Remember this is YouTube we're watching so they have to find realistic jobs that the average person can pursue that are also going to attract viewership.,0
304, @kuvjason7236  Exactly! People don't seem to factor in geographical location when looking at people's salaries.,0
305,"Yeah, he also wants to retire early to spend more time with his kids which he doesn't even have.",0
306,Impressive young man! I would not bet against his plan to have $5 Million by 35!,0
307,"I am 46, and If i could time travel, i would like to be him !",0
308,Very inspiring!,0
309,This sounded like he was at a Google behavioral interview,0
310,$5 million by 35 is a bit unrealistic without a windfall based on his current trajectory,0
311,Earning $194k in California is like making $50k everywhere else.,0
312,He's so smart! Wow!,0
313,"he's really book smart, but he sorely lacks financial knowledge.

""profit"" of $194 form his rental is actually a loss after property tax.. buying such an expensive home in OC when rates are peaking will stunt his savings and postpone whatever retirement plans he had.

once he has kids, he won't qualify for any benefits at all due to his high income so he will need to pay for day care, which is another $1500+ per month per child.

it's weird how someone that is so smart and grosses so much $ can be almost paycheck to paycheck",0
314,"So, Computer Science degree, and he immediately gets paid a lot. Got it.",0
315,If I ever have a son I hope he’s like this young man,0
316,"Props to his parents living in an area that allows him to succeed in life while he can mooch of them. I tried this and unfortunately the higher paying jobs were not located where my parents lived, therefore it did not work.",0
317,"Your plans could be disrupted by a single event you can't predict like the hurricane in Florida where his property is located. It's stupid to make such long term plans in such a dynamic environment. Nothing is constant. Some people just can't enjoy life and think only about money. He already lost $80 000 and after the Idalia hurricane he might end with one house only.

At the moment he is jekrnig at home in order to save money from dating girls or may be boys.",0
318,the guy's obviously very successful but something's off about his planning,0
319,Bravo🎉,0
320,This just encouraged me,0
321,"Must be nice to have been born in an area where you have high paying jobs within driving distance of your home. 
Most people don't get so lucky.
Also, almost 200k right out of college? This is not normal... even for programmers.",0
322,"$59,500+ in mortgage and HOA fees annually😖😖😖😖😖. I know he can afford it, but still, California man😐",0
323,"Do we have to go into iT to make those kind of salary? Prep on STEM early in life so when you grow older you can work for big Tech companies. Like most Asian he's prep earlier on in life & he's work ethic, with iT job so in demand & high pay he is set for a smooth life.",0
324,How is he saving $1000/month and putting $1800/month in retirement if only $400 is going to his savings and investments according to the pie chart,0
325,"In our early 20's we're young, agile , optimistic and think we have it all figured out.  We have little experience in life and are unaware of life's twists and turns.  This kid hasn't lived long enough and  just because things are coming together in his early 20's doesn't mean life will continue down the same path.  He seems smarter than most kids his age, but I would take this video with a grain of salt.  Just by watching him code the Main Method for his program, I can tell he doesn't have much experience outside his formal education.  Just my observation.",0
326,He's only saving a few grand a month. It's delusional.,0
327,Agreed,0
328,"I believe that’s his wish. Will prob take a lot of investment gains, property value increases, RSU stocks, salary raises to get there.

Keep in mind that 401K and certain retirement investments can be pre-tax (thus you reduce your taxable income while maxing investment for retirement). It’s possible. Even if he achieves this after 35 is still a great achievement",0
329,Not really since google pays some of his income stocks so eventually he can 600k or more if stays at google,0
330,if he moves up at google he can make more.  some of them make $500k and up a year salary. after taxes he is now at $129k,0
331, @bigpoppa4094  I guess he could win the lottery too. Too many people out there think like that. Ten years is a very short time and extrapolating things is unrealistic.,0
332,no it isnt,0
333,He’s young that’s why.,0
334,I agree with you!,0
335,Real estate sux,0
336,Yeah because remote work doesn't exist huh?,0
337,"​ @danielisaac7586  Not for all jobs and not always full time remote. 
Often the business will insist you take a lower pay b/c your cost of living is less in your remote area. 

Outside of managers, I don't know of a remote job that pays over 200k with no professional experience.",0
338,"Yeah, unfortunately stem seems to be the field with the most of these salaries available. But I have a feeling that the tech bubble will pop in the future— too many investors realizing they don’t get their investment back with a lot of these companies",0
339,Zapped human soul and creativity in favor of efficiency. The human personification of why the bay area is dull now.,0
340,I feel like he could reduce his expenses more and increase his investments.,0
341,lol at the random public static void main B roll. Bet that was awkward to film. This was an awesome story,0
342,"$194/mo in Florida? Sneeze wrong woth a dip in rent and that Florida home is in the red..nicely done on the salary though, killing it",0
343,So how much does he get after taxes? A house in Orange County is 1 million plus. His parents must’ve helped him with down payment.   He also won’t retire at 35 years in California 😝😃,0
344,"Forget the money and chillax a bit, you’re already more made than 99% of the people in the same age group. Your life has been a nonstop journey of accomplishments thus far. Work on your fitness and get laid is equally important as your financial investments. Get some balance in your life!",0
345,So you work for the Google Maffia?... I'd strongly recommend taking those skills and bringing them somewhere where they will actually do something good for the world.,0
346,Everything was great in this video except for the crypto. Lose the coins and he's golden!,0
347,Profit could be less if you factor in property taxes and maintenance.,0
348,"Authorities and press want to keep it quiet, but anti Asian violence is insane in CA.",0
349,"I hope Ethan has written his Prenup now
So he and his future wife can discuss it now and kive happily ever after later weather thinks work out or not 
Cool video",0
350,Why was this guy trying to convince the viewers that he's a skate boarder when you can blatantly tell this video was the first time he has ever been on one 🤣🤣🤣🤣,0
351,"Props to Ethan, Khmer pride!",0
352,He is the goal 🤷🏾‍♂️,0
353,"real estate investing should not be allowed. its partly to blame why we have a real estate crisis today with so few people able to purchase a home. everyone and their cousin with a six figure salary wants to buy up real estate. frankly, its disgusting.",0
354,"I had to shake my head when he casually mentions having kids in his near future. It mentions he plans to start a family by age 26. Good luck with that. You need to find a girlfriend first, and then convince her to marry you and have kids with you. Easier said than done.

Perhaps his ethnic group has arranged marraiges?",0
355,good on him and his parents but dam he should know better than throwing 80k on alt coins,0
356,Happy to see Cambodian-Americans featured! Proud of you Ethan!!,0
357,Love It,0
358,"For someone on 200k a year, he seems very occupied trying to save money.",0
359,says you :),0
360," @phantasqLiving  100%. I realize it's a harsh opinion, but unfortunately there is plenty of truth there.",0
361,is there anyone outside of some autistic person that enjoys coding on a computer or writing software?  purely a well dont money play and not something i know anyone likes doing,0
362," @bigpoppa4094  not autistic, don’t like coding per se but like creating things that make me $ and allow me to indulge in great food and travel with gf",0
363,"They gotta strap up, pick up that tool, get that legal carry if their county issues it, their grandparents, older generation getting robbed gotta learn to pull that trigger, cuz back in the 80s and 90s in California when they got heavily picked on, robbed, assaulted, murdered by other races and gangs, quite a bit of the youth in the Asian communities turned into hardcore gang bangers from all that racial hate with full autos shooting up all their enemies. The Koreans in the 90s didn’t defend their stores with just knuckles, they brought out their artillery and their stores were usually the only ones left that weren’t fully burned down and looted in the riots",0
364,in high school you can take AP classes and other classes that count towards general ed requirements in college.  There were math classes in HS that let me skip some college classes.  Plus if you do community college in HS and during college summers you can knock out some units.  It's doable,0
365, @chsoulsurfer this is so off topic of the original’s content,0
366, @TheGogetassj haha my bad I was replying to someone who asked how he finished in 2 years.  Replied to the wrong person.,0
367,what makes you think he was trying to convince people he's a skate boarder? he was just holding one then got on it.,0
368," @aliali-ce3yf  You are what I call a ""SERIAL EXCUSE MAKER"" 🤣🤣🤣 Lets look at comment likes to see who is right and who is wrong. My comment has more likes than yours so it looks like I'm Right and you are WRONG 😁😁😁😁",0
369,I suspect that this is the first time he has been able to slow down enough to try it. I'm sure his parents wouldn't let him waste time on such frivalties when he was a kid.,0
370,Lol,0
371,lol nah he just knows the value of freedom and financial independence,0
372,And the people making $60k get in debt trying to live their best lives lol,0
373,Didn't you watch the whole video?  His goal is to retire early at 35.  That doesn't require saving?,0
374,He's spending $10k per month. That's a lot.,0
375,"after high california taxes and COL, his actual leftover income is small. in the midwest and south , he'd be living like a boss. in California and NYC, he's firmly middle middle class",0
376,"This is what Alan Harper would look like if he had money. Beige pants, buttoned up shirt, no house decoration, and living to only retire, only thinking about tomorrow.",0
377,I made the same mistakes with altcoins.,0
378,"He’s doing everything right! Well, almost. The only thing I can think of (nitpicking here) is how much he rents his property in Florida. He’s only making about $200 a month in profit. He should increase the rent.",0
379,"""I'm very proud of myself"" wow... :|",0
380,Mortgage is high at $4.6k with his salary being $164k (excluding RSUs). Once he has a partner Im sure that will take some pressure off.,0
381,major in computer science is the smartest choice. Less schooling but higher pay,0
382,Good job Ethan 💰,0
383,Hes killing it execept for the crypto,0
384,How does this man have two houses by the age of 22? Parent's help?,0
385,This is the opposite of the kind of life I want for myself and my family. NO THANK YOU.,0
386,"He comes from a very well-off family... let's not try to sugarcoat it. Good for him, but that's not the average kid... His math ain't matching...how on earth did he save for 2 houses? Plus having other investments? He graduated at 19 so... unless he was making a lot of money since 13 investing, or his parents had helped him. Otherwise, I don't believe that someone at 22 can have investments and 2 houses lol by HIMSELVES without help.",0
387,Is this guy even human? what a beast,0
388,"I see a lot of praise for him, but he lost $80k on crypto and spends over $6k per month on housing (despite having two extra bedrooms in his home he could rent out). He says he saved 90% of his six-figure income but that only amounted to $60k in two years? A lot of this doesn't add up. He seems smart and sensible, but I think his well-spoken manner detracts from some poor financial decision making.",0
389,Are electricity bills in CA really that cheap?,0
390,Dude needs to move homes tho 👀,0
391,"$300-400 on take outs per month? And no cooking at home, that’s just not realistic.",0
392,Was anyone else nervous he wasnt gonna make that backflip?,0
393,wait... this guy has no money left to pay taxes!,0
394,"CS degree in two years, Jesus.",0
395,Lives alone and paying this mortgage? He could have easily rented this house and lived at the cheap house that he is currently renting.,0
396,"4 trips a year, a fast accelerating car, and 3 rooms to himself and any guests he wants -- how does this fit your definition at all",0
397,Exactly! One minor repair and his profit for the year is blown.,0
398,He doesn't NEED to and shouldn't! = Greed is the real problem w/this country!,0
399,The home is a mortgage.,0
400,"he's likely losing money when you factor in insurance, prop taxes, repairs and maintenance, management, etc.",0
401,Nowhere did it say his houses are paid off. He's still paying mortgages monthly on his primary residence and rent is covering the investment property.,0
402,Yeah how can you get your Masters and be working full time by 22?   Hmmm...,0
403,"In some high school where I am from, some kids finish all high school courses by grade 10. They are very clear with their goals and took as many AP classes as possible in high school, so they don't have to do them in college and save money.",0
404,I think he meant that he saved $60k in housing costs by living with family compared to if he had rented for 2 years,0
405,Extremely impressive. Would this be considered near-genius?,0
406,Please check back with him in another year when Google starts cutting jobs..........,0
407,"The investment amount is way too low and housing amount is way too high. The monthly housing percentage should not be more than 25% of the net, but he’s spending over 60% of his net in housing. TF does he need 3 bedrooms and 2 bathrooms when he’s living by himself?? 

Instead of taking ping pong lessons, he needs to take up cooking lessons for his sake of his health (physical and financial).

Finally, how did he graduate from Berkeley in 2 years with a CS degree?? I’m guessing he took a shitload of AP classes in HS… His parents have done him a massive disservice in pressuring him to attend college for only 2 years at the expense of enjoying his college years..",0
408,Oh he’s Cambodian. Good job.,0
409,Every Asian parent after seeing this video to their kid: “why u not doing this?!” 😡,0
410,Is it really hard to live off 194K???,0
411,And I hope he reads this ~ Live in the present dude. You are 22… doing too much long term planning. Make some friends. Get a girlfriend.,0
412,Investing while you still have credit card debt is not smart.,0
413,Interested to see what Graham has to say 🤔,0
414,4600 is wild for a mortgage,0
415,22 Jesus Christ killing it is not even the word.,0
416,pretty bright I would never retire even though I could do so now but I also don't work for money,0
417,dude is a great catch for his future wife.,0
418,How he completed undergraduate degree in two years ?,0
419,Read in-between the lines is all I'm seeing. Hope he's well.,0
420,All that money can buy you a gym membership 👍,0
421,Underpaid. $134k base at Google? Yeah underpaid. Talk to your manager in 18 months mate. I’m more interested in how his take-home monthly is so high in California. I need to revisit my taxes,0
422,"He's house poor and there is not ""profit"" on his rental after accounting for maintenance. He's doing better than 99.5% of people though.",0
423,"I know this guy, he lives down the street from me. Lol",0
424,I want to meet him.,0
425,"Smart man! He's working hard to escape the rat race. I wish I had thought of that when I was young and applied myself more in my early 20s when I had more energy and time. Nowadays, I'm exhausted after work, cleaning, running errands, and making dinner that all I want to do is lay on the couch all evening... Plus, my back hurts now. 🥲",0
426,"he states ""it's fine"" but he almost speaks like an AI written article. he seems devoid of any personality",0
427,"Good points. He should be eating out less. And probably spending less on travel, which is definitely in his “wants“ category.",0
428,"Not really, its california, thats normal and sometimes low for us depending on the size of the house (i havent watched the full video), people are paying that amount for one bedroom apartments",0
429,That's the last thing bro needs right now.,0
430,It's doable. I'm not smart and didn't even work that hard in college and did it in 3 years. If you had a lot of AP classes  and really tried it's very doable. I know plenty,0
431,Anyone with a rich family could do this. Nobody with a poor family could do this.,0
432,"thanks, I needed to feel like a failure.",0
433,Having an electric car and your bill is only ~$200!? Naw something is up with that.,0
434,Overachiever! 😂,0
435,Wow I need to go back to school and do whst this kid did,0
436,Close to 7k for rent & utilities? Not so smart on that.,0
437,Lovely 🔥🔥🔥🔥,0
438,"Lol a software engineer at google, but lost 80k in crypto",0
439,$194k a year in oc will get you a 3 bedroom condo. Maybe.,0
440,Anyone else notice and love the Naruto shirt?,0
441,194k with debt make sense..🤣 I didn't finish college I trade full-time & made 7 figures in pandemic thank me later!!👀💪💯🦍,0
442,You gotta change it to Gen Z money soon because he's 22 years old he's not a millennial,0
443,Basically he's making no money on his property. Like when he had fix get the HVAC fixed.,0
444,Didn’t enjoy undergrad at the best university in world and lost $80k on crypto. Too much imbalance my guy.,0
445,Thats the guy your asian parents compare you to 😄,0
446,Tell me you have a tiger mom without telling me you have a tiger mom:,0
447,Conclusion: Just born better 4Head,0
448,Wow his Great Grand😀😀,0
449,300-400 on food is BS I live in Orange County it’s not cheap,0
450,And here in India age 22  poor boy giving less salary,0
451,"Not necessarily. I went to community college, received max financial aid growing up, father was making ~60k, and I'm now making 210K in tech (also OC) at a big tech in my mid 20's.",0
452,"Yeah I'm 35 in OC with 2 kids, paying $3,100/mo in rent for 3 Bed just 20 minutes further inland than this young stud.",0
453,OC housing is super expensive but at least it's cheaper than the bay area,0
454,Still…he lives in OC…,0
455,"He drives an EV, I’m done here. 🐑",0
456,$80K lost in crypto!!! It’s crazy how many people got sucked into the “too the moon” nonsense.,0
457,OMG THIS GUY WAS AT MY HIGH SCHOOL TJHSST!!!,0
458,Free lunch … I’m sold,0
459,sofware engineer 194.000 in 2023 what about in 2053? 30 years later it will be same ?,0
460,No way you name your dog SAKURA,0
461,This guy is the anti-Michael,0
462,❤,0
463,Don't believe every story you watch/read online folks.,0
464,"Seems like he never had a childhood, or friends, why is a 13yo thinking about money or investments? Kids these days are goint straight to adulthood without any childhood experiance",0
465,plans for living off $100k and hopes for kids. lol….,0
466,Cnbc always first for promoting thé system 😂,0
467,How does anyone watch these without wanting to commit seppuku?,0
468,Well he was able to finish degree early but his purchases and monthly fees are not good. He can have save more and achieve Fire early but house mortgage is too high,0
469,The math is a bit weird imo,0
470,Cnbc 😃,0
471,doggo!,0
472,Is this kid a robot?,0
473,Bloomberg the Boss who opened new plants in China.,0
474,He’s only 22 tho. He got the nasty stuff out of the way now he’s balling and still young he can have fun now,0
475, @devv11  He is definitely the kind of guy with whom girls want to have fun.,0
476,It's called early maturity! He seems very happy & content already and doesn't have any complaints about not having a childhood. I didn't care to; I wanted to focus more on my education and making $$ later. I wish my parents taught me abt early investing!!,0
477,How much time could you possibly spend thinking about money and investing? It only takes up a lot of your time if you have no money 😂,0
478,Nah this dude definitely has no friends. Graduating from Berkeley in 2 years..I doubt he went out a single night.,0
479,Because he’s Cambodian American. His family and the Khmer ppl came from war not even 30 years ago. They don’t take lightly the opportunity you have in America to become something great.,0
480,"planning investments isn't an all day activity.........30 min here and there at most. smh, do you think responsible adults who think about money and investments spend all day doing it? lol🤡",0
481,After tax hw much he wud save on base pay ?,0
482,"His ""decor""....",0
483,jGRASP ❤,0
484,70 percent of pay spent on housing...................,0
485,Mans on copium with the crypto.,0
486,Google will not make your life complete,0
487,These numbers don't add up,0
488,"cant believe this guy lost $80k+ on crypto, what a doofus",0
489,These the foos I need to run laps around?,0
490,He's one of the Shiba whale 🐋🐋🐋.,0
491,None of these numbers add up,0
492,ZERO sympathy for people who bought into the crypto/NFT hype.,0
493,His house looks empty,0
494,He sounds like if ChatGPT were a person,0
495,more people being born on third base acting like they hit a home run. and all these comments are falling for it.  Become class conscious people.,0
496,Hello Mrs Grace the bitcoin trader is legit and her method works like magic I keep on earning every single week with her new strategy,1
497,gross society is sick,0
498,hoa is such a scam,0
499,"I tuned out and stopped watching this video at the exact point when I learned he lost 80k to crypto and then kept on investing in bitcoin and ethereum. Like, I clearly don’t need to be taking away any “tips” here. 😂",0
